hand,thumb_label,index_finger_label,middle_finger_label,ring_finger_label,pinky_label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3137180680264978,-0.03382990176623807,-0.134400117520067,-0.5583123425365383,-0.1981856696155219,-0.246033798168431,-0.6781942780966413,-0.34060297896694763,-0.3488705118092961,-0.5931586498185889,-0.42818521656896874,-0.42663824029507325,-0.41723621284555795,-0.9147983625774557,-0.12616892607402092,-0.701514134158713,-0.780427898041434,-0.2895781597294374,-0.594941235544595,-0.5036965457928961,-0.3718692075093924,-0.4803795457848602,-0.48693040115371966,-0.4208684574181651,-0.23431067309013445,-0.9721617707336822,-0.13953259233929116,-0.5471037293299627,-0.7500001394999042,-0.2862513522157733,-0.4424152435112466,-0.3952717001404761,-0.28275076255705844,-0.3358984168151359,-0.4377018217632424,-0.25632063450668363,-0.061919484641589466,-0.895666443464225,-0.17901475618754942,-0.3471003270377502,-0.6426691625431632,-0.3070136118888614,-0.2838484057582737,-0.32801221046753665,-0.21898451840388486,-0.17676549749492068,-0.3617638913252863,-0.13898608057087522,0.0940735238438499,-0.7431855945706859,-0.23742926508744064,-0.14906223964301266,-0.5384095511243411,-0.31921473301625686,-0.13735778048374647,-0.32858039036019293,-0.26832588278536434,-0.05454025702873829,-0.33629208597752824,-0.21046862499993155
Right,0,0,0,0,0,0.0,0.0,0.0,0.5723651048816838,-0.24946080091154707,-0.22921166881022342,0.9891530469183333,-0.830477133493704,-0.5651355052500401,0.8443262847118239,-1.284054803130538,-0.8189054500387006,0.4364908211567718,-1.272090415745813,-1.0453142027955453,1.15974004490558,0.42300520716358697,-1.3898218710571804,0.710463733340383,-1.1728393631655143,-1.8019268008268223,0.6442885791480407,-0.9522135922897569,-1.8318966120107927,0.7056455175667377,-0.474459199924456,-1.7702406687163976,0.6049115684972473,0.7962926561875352,-1.414122717492184,0.10755671029924402,-1.087359004840458,-1.80648598884135,0.130557776400779,-0.790319745570933,-1.633021836276528,0.2571447920086098,-0.2154553971313347,-1.4865209761655709,0.010326972602233248,0.8264153386674936,-1.3899193433526635,-0.3871779249019042,-0.9073392040645333,-1.6065981600329868,-0.30958818097309126,-0.5949804741580818,-1.2293428698931441,-0.17388458606054588,-0.09460771797581509,-0.9660842741342154,-0.5464012403423335,0.7248788527258236,-1.3751706321479662,-0.781289409034572,-0.5967544399904667,-1.375895310965382,-0.6998720433519532,-0.3567186560621212,-1.0590090603109077,-0.5974485744940907,0.14039663889045528,-0.8720167712768376
Right,0,0,0,0,0,0.0,0.0,0.0,-0.209159806157793,-0.23115731111103313,-0.21366872735247075,-0.36601291380153256,-0.5619475633517422,-0.35654744292176116,-0.34556933939334866,-0.6490792417479663,-0.4745040804188841,-0.19323131045232114,-0.5128876550551599,-0.5641329450143356,0.06862910193206992,-1.0611713382392391,-0.2509943578168197,-0.07122063728400267,-0.8982815359325329,-0.4057218085342192,-0.14308379229792845,-0.6134192718643537,-0.4810502310223492,-0.12314640109400848,-0.5379904264968131,-0.5315374356105912,0.3133422634309184,-0.9496402613347799,-0.2320132689858435,0.11711890547343054,-0.7200300404552318,-0.3776770536065534,0.000734036408047215,-0.48563089245724467,-0.4080391711452124,0.016423357011411146,-0.4783101058259589,-0.4223855200121471,0.480743842219992,-0.7401903315324181,-0.2362708187278354,0.2731082466241531,-0.4760516229830758,-0.38600958748005243,0.1441473431217989,-0.29099637423131397,-0.3690379144708724,0.15583861837927585,-0.31509338370512874,-0.34415267679442535,0.5977969391594107,-0.4879959898426847,-0.26348895714136183,0.4208769460996631,-0.2730384282511512,-0.3573800741943854,0.28651313836764003,-0.1503727360901762,-0.3458312956416037,0.27167885696066785,-0.18729415414545852,-0.3268369242189732
Right,0,0,0,0,0,0.0,0.0,0.0,-0.45393531185314007,-0.11294741788456746,-0.03941346592589463,-0.7858545034140574,-0.3727647271183991,-0.08011933737782552,-0.8262371589123432,-0.7416962141108286,-0.1562346796060363,-0.5836650590340227,-0.8757687597695242,-0.21301652967710313,-0.5984937690855555,-0.8210973949363191,0.11743613023252117,-0.7579257412858577,-1.136435645152477,-0.05547288175201865,-0.7007866715299842,-0.8149858170080201,-0.17255189445163857,-0.579871784268982,-0.6157160295814708,-0.22770456087759283,-0.4181432088474883,-0.9083811187462704,0.0708341727904737,-0.5788251913796565,-1.265906866404851,-0.12236972464785224,-0.5012480546053115,-0.8595693627298829,-0.17940117283852897,-0.376852434190908,-0.6502954336664363,-0.1635218694587104,-0.22638066468792684,-1.0039526592788521,-0.009716495141548279,-0.4007732638537655,-1.3692650955015406,-0.1828130984418154,-0.35113160213933886,-0.9521728507547295,-0.1465857769488019,-0.22899683468185844,-0.6967083313389429,-0.06325675049451808,0.007781380664609573,-1.0612458142348695,-0.10033489705418197,-0.18562192889871257,-1.3672121873132006,-0.19176346591359528,-0.18730390858093116,-1.086806784842723,-0.14892931214901395,-0.09805345189214286,-0.8676823309984495,-0.08325757929181136
Right,0,0,0,0,0,0.0,0.0,0.0,-0.29627503564397745,-0.12979022271268062,-0.3147791534953464,-0.5752593393608766,-0.41808583693957313,-0.5304431306440519,-0.6003481482350256,-0.47690815881027887,-0.7002803343663717,-0.40828158715488366,-0.36175706771567817,-0.8342892648190728,-0.09479444631024281,-1.0935105957605489,-0.45829582890585213,-0.22381110910849716,-0.7075563515429967,-0.647536493815031,-0.3118065938436902,-0.45765652397897205,-0.7045590049129006,-0.2727862938891962,-0.5167660849007224,-0.7471752201027307,0.22133767643208216,-0.9751972277399311,-0.41494053572454376,0.006945890306229325,-0.4458545729231462,-0.6005223443067866,-0.14064229937666478,-0.24978016668746042,-0.6053578879813085,-0.11717314811937408,-0.3968367655735825,-0.6066892476013119,0.4470395332848751,-0.7351193873029185,-0.39518454485902366,0.1830117801926943,-0.1877513569031575,-0.5842858591179779,0.005180362904001807,-0.044547997084275155,-0.541003203000845,-0.00906589981845574,-0.17556183168076078,-0.501357992650046,0.5989929623342903,-0.4623307107856491,-0.40765919124084443,0.36001033660158355,-0.02049033669290862,-0.5514378895552869,0.17424370888338622,0.09742804454046614,-0.5491941819355945,0.09956552665856255,0.019150505506422874,-0.5327173822319602
Right,0,0,0,0,0,0.0,0.0,0.0,-0.4433874764135605,0.16861813517151267,-0.16228227264257478,-0.7577908112524822,0.1756172164022088,-0.2901133259138177,-0.871150268117561,0.1695421434804957,-0.3997313825191558,-0.7962820018899734,0.19341916611727275,-0.480978528135139,-0.8130187362335917,-0.6550289268183652,-0.19592328532879932,-0.9810065456150587,-0.145666059876553,-0.3378413717157712,-0.8126270421625708,0.06205363727476697,-0.4149565674472596,-0.6982264326424259,-0.0027685035538203263,-0.47028024443269495,-0.6502618092557728,-0.7597101943658574,-0.20293249050724058,-0.8287396718086708,-0.14848010652283844,-0.32721345678634994,-0.6617744691837917,0.0275735253891263,-0.34322361447440347,-0.5574779703401671,-0.07032675130344349,-0.353582672565445,-0.4711816745187549,-0.7391326983507157,-0.22967658580066677,-0.6265513475679855,-0.14473453930489533,-0.3343303866377548,-0.4898397874205214,0.023058186005239234,-0.2862727403109506,-0.40384151714490546,-0.0836668865061773,-0.25332932631391875,-0.2946897490313656,-0.6415805680814746,-0.2807771680271249,-0.4263109295630183,-0.18618673522724505,-0.3392420272225061,-0.3307956788905484,-0.06367323415578167,-0.3082963175461881,-0.2574342082247514,-0.15840169269218538,-0.2796399699199723
Right,0,0,0,0,0,0.0,0.0,0.0,-0.19957327564504113,-0.33842806081127014,-0.15322474638462258,-0.2792066608537841,-0.8016914932544178,-0.23672051573006891,-0.08246742132894037,-0.9841985140551616,-0.3136361862994516,0.1384371098955025,-0.7915565559209595,-0.35227069798320243,0.07784846665111318,-1.1229236924448094,-0.10422499135538672,0.13901541100436682,-1.3217146385024534,-0.27288615658320614,0.006720315754902104,-0.979845746207901,-0.340294605014428,0.013392780399341008,-0.9072039131992987,-0.3802145742617339,0.26932264127795574,-0.9630500064353177,-0.10746733240479875,0.3305997153226272,-1.162522289786919,-0.28636721506761653,0.15607469257125997,-0.7802670602614256,-0.27810808935588405,0.16470280084081046,-0.7549240060540438,-0.24009066763655829,0.4355458570507201,-0.7766485304332574,-0.14556428555520842,0.4931516207710089,-0.9276815434412916,-0.3170242372865194,0.30218168623784136,-0.6094896931991247,-0.2308291332979742,0.29834686458122267,-0.5879530866230618,-0.13806275233042628,0.5864093472804801,-0.5483583366064165,-0.2020182862718293,0.623882778219204,-0.6986723806682952,-0.2792452144884492,0.4671328800289457,-0.5025347666629435,-0.21238346198854643,0.4454041476375054,-0.4644481682283345,-0.14871145789952991
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3449521642560236,-0.29229328424640344,-0.05059499041555095,-0.581655516590103,-0.5971244247268311,-0.08890877088426963,-0.5330468728378308,-0.9470817696175402,-0.14987865117790536,-0.3201064748861657,-1.0603984957464039,-0.18926709349857823,-0.3956095238348586,-0.9626700458014356,0.11636542480215621,-0.41711900698133564,-1.2373153015755989,-0.005047403729275148,-0.4162331857067373,-0.9487315754373291,-0.07978229769347753,-0.39386111594204476,-0.764620303475769,-0.1147213486970118,-0.19275296675337555,-0.9812473153123896,0.08358786846901844,-0.21304611563820733,-1.2834007342529883,-0.049288685392685494,-0.21818968769497357,-0.8977940930324776,-0.08318350649850456,-0.20055516436675602,-0.7292443773999725,-0.07176931818172336,0.004188046813019156,-0.9634190730365796,0.019521772808541355,-0.014706085324356794,-1.2453889090188521,-0.12568750749125948,-0.05393286526241548,-0.873373597874427,-0.07808063139455901,-0.056133187221876865,-0.6837165038674716,-0.0038745967260663886,0.21493596450175212,-0.8749096990945421,-0.05230183913196738,0.18419302890870748,-1.164946172123153,-0.12022130952416384,0.11515996046304013,-0.904439495191194,-0.05568396556783618,0.09874728962735874,-0.7357147935528052,0.013106475432354532
Right,0,0,0,0,0,0.0,0.0,0.0,-0.4265947467412206,0.07736918614831227,-0.08716691707931662,-0.8619179161139368,-0.07596505795790144,-0.13602680150507593,-0.9813506479909369,-0.4882870139292635,-0.20806431828543323,-0.7593490796608281,-0.7544471934909812,-0.2509867798524781,-0.8329502346887587,-0.5851054572999151,0.055449778874893586,-1.0549060396384284,-0.8340525040325092,-0.13993890875823672,-0.8868713414855477,-0.4982049255236991,-0.23173174780064892,-0.7558226074034695,-0.4177959741288149,-0.2670959608606295,-0.6537182243957574,-0.7567380544764867,0.020056422505298915,-0.8763646077294636,-1.0536826319346924,-0.1937261128011824,-0.6884574756833605,-0.6395355246728808,-0.20513164832230044,-0.5734822765253563,-0.5515122646298944,-0.1507842242304806,-0.4620604692602632,-0.9074456600097386,-0.056759629627372646,-0.6719507140911304,-1.1807469010265481,-0.2652495879241527,-0.5107046096318426,-0.7464204760262171,-0.18186748616417384,-0.39655745846342894,-0.6258745274870087,-0.059778021804967475,-0.22835244874962032,-1.0273686881822655,-0.14728814872826665,-0.4364035440795507,-1.2512275319012498,-0.24800888490161735,-0.3577091940051145,-0.9347355302830569,-0.1746226495140278,-0.2609201827693334,-0.7992838206100356,-0.08653330176576048
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3755233226753747,0.1400044807590097,-0.1250749975870423,-0.7816284662716594,0.135737305129467,-0.21621319887668028,-0.9601848302551343,-0.08470920670919106,-0.31176104800241383,-0.7916303545015807,-0.3063537200212617,-0.3649535149835895,-0.8618226196318832,-0.5214857691572848,-0.06368185839603865,-1.1042228496550013,-0.581539227365249,-0.24658980864252808,-0.8796106273933153,-0.2669674189800622,-0.3140776885435585,-0.7797936371205152,-0.27967608443699693,-0.3477132932475344,-0.7129372631658074,-0.701227822315721,-0.08211483868022457,-0.9370311821649743,-0.707202698906374,-0.2818338000448046,-0.6811164986706104,-0.35485379205348694,-0.2581737901382139,-0.6050167037387745,-0.4221252239728565,-0.19997896980309812,-0.54379328049604,-0.8528149124166735,-0.13868618789717493,-0.7329184918019801,-0.8142305425252101,-0.3119829289711925,-0.519810703204118,-0.4618995849266919,-0.20454868679037055,-0.4436990409966664,-0.5316423769930468,-0.09284565577222682,-0.34092161048056574,-0.9776717058978162,-0.21410581178135438,-0.539045183522168,-0.9131978358639206,-0.27561508802548385,-0.4235303094057644,-0.6422619999179429,-0.196195348569662,-0.35119689107248553,-0.6662012616538673,-0.12148210572389348
Right,0,0,0,0,0,0.0,0.0,0.0,-0.3058512148411279,-0.19700066802827698,-0.04676049368444886,-0.544499004789775,-0.4543122570294843,-0.09773004063005533,-0.6240700150363081,-0.6960471032986165,-0.1655655851373088,-0.46383285095723736,-0.7454408530870736,-0.20479598660390208,-0.30149058402344914,-0.9769183618623364,0.02061962998948152,-0.5184733394118641,-1.079461609346347,-0.12416511849183663,-0.4728527350747572,-0.7675330822248075,-0.1991004655537935,-0.37591170900566473,-0.7297349017641375,-0.2401741713109244,-0.16509855774827606,-0.986277073762459,-0.022516274846121936,-0.40829166829841884,-1.0539349564572786,-0.18236804585955604,-0.3488514201575836,-0.6979784428759692,-0.18409579969229778,-0.23345754026000895,-0.6931510486758697,-0.14908093458513189,-0.023590221347543752,-0.9736494269465876,-0.09354817886181138,-0.2642258928923686,-1.0177524137953058,-0.23428552691133922,-0.228094110748234,-0.6730070262468077,-0.16260779044897813,-0.1135866569469111,-0.660115233789521,-0.07792343375915776,0.12135964633784616,-0.9108164985523686,-0.1762648892089078,-0.10198058544301962,-0.9609232294074733,-0.23446666292849455,-0.10238051679568465,-0.730101098854164,-0.1802744529655187,-0.009620948054973493,-0.6992594961955403,-0.12037724082122885
Right,0,0,0,0,0,0.0,0.0,0.0,-0.1211904570120585,-0.41628420131665284,-0.12617477016123904,-0.12624370876251767,-0.8712097464426118,-0.2017574703875518,0.10061779781620808,-1.016828867734134,-0.27723772856901174,0.32402749904790984,-0.8468794894464649,-0.32074032296187155,0.18848820306796715,-1.1174659191492518,-0.06719269122660973,0.32199643312370396,-1.297435348503519,-0.22830314966347853,0.16752619331638607,-0.9912963304505109,-0.29907986688774874,0.1297513872985347,-0.9012000581561649,-0.33524514124902793,0.3603798038757226,-0.9328056587298855,-0.07837766367757054,0.5126614254331155,-1.1248747795140361,-0.23796369010664317,0.30188359517240426,-0.7894738146526364,-0.23904815221124823,0.2505484668583585,-0.7446547082441285,-0.20932803581507506,0.5082411514768791,-0.7236139223296879,-0.12045819732219684,0.6404660599529969,-0.8615404128934092,-0.2900815149685253,0.4065126852686611,-0.5856501829733046,-0.2130707215142553,0.32818325624003963,-0.5382385102593141,-0.12285903773690202,0.6263283813705413,-0.4768036738322005,-0.17543613329107843,0.7400157234715186,-0.6282011399259336,-0.25857493515063545,0.5539285574440624,-0.46320660610540715,-0.184794389085347,0.46604405805453936,-0.41226535860565905,-0.1118638799738857
